,experiment,function,job,duration,iteration
167,gpu-static,cganalysis_simrun,cganalysis,50.1074640750885,2
168,gpu-static,createsim_runtime,createsim,8005.963778495789,0
169,gpu-static,createsim_runtime,createsim,8087.074392795563,1
170,gpu-static,createsim_runtime,createsim,7932.019701242447,2
171,gpu-static,createsims_create_cg_patch,createsim,0.012842655181884766,0
172,gpu-static,createsims_create_cg_patch,createsim,0.013067245483398438,1
173,gpu-static,createsims_create_cg_patch,createsim,0.013188362121582031,2
174,gpu-static,createsims_generate_velocities,createsim,524.0533633232117,0
175,gpu-static,createsims_generate_velocities,createsim,534.4907169342041,1
176,gpu-static,createsims_generate_velocities,createsim,521.3981058597565,2
177,gpu-static,createsims_gromacs_energy_minimization,createsim,11.92953872680664,0
178,gpu-static,createsims_gromacs_energy_minimization,createsim,11.991918087005615,1
179,gpu-static,createsims_gromacs_energy_minimization,createsim,11.93609094619751,2
180,gpu-static,createsims_gromacs_make_ndx,createsim,5.10327935218811,0
181,gpu-static,createsims_gromacs_make_ndx,createsim,5.105276584625244,1
182,gpu-static,createsims_gromacs_make_ndx,createsim,5.06705904006958,2
183,gpu-static,createsims_mdrun_lipids_water,createsim,30.060075998306274,0
184,gpu-static,createsims_mdrun_lipids_water,createsim,29.309670448303223,1
185,gpu-static,createsims_mdrun_lipids_water,createsim,29.039311408996582,2
186,gpu-static,createsims_prime_cg_sim,createsim,15.81348967552185,0
187,gpu-static,createsims_prime_cg_sim,createsim,15.918853044509888,1
188,gpu-static,createsims_prime_cg_sim,createsim,15.738630294799805,2
189,gpu-static,createsims_pull_molecules,createsim,4657.186540842056,0
190,gpu-static,createsims_pull_molecules,createsim,4705.462959051132,1
191,gpu-static,createsims_pull_molecules,createsim,4612.584040880203,2
192,gpu-static,createsims_relax_protein,createsim,384.7697944641113,0
193,gpu-static,createsims_relax_protein,createsim,387.3624310493469,1
194,gpu-static,createsims_relax_protein,createsim,382.8672630786896,2
195,gpu-static,createsims_setup_cg_sim,createsim,7989.955593585968,0
196,gpu-static,createsims_setup_cg_sim,createsim,8070.958882570267,1
197,gpu-static,createsims_setup_cg_sim,createsim,7916.084114551544,2
198,gpu-static,createsims_short_equilibration,createsim,2344.8450055122375,0
199,gpu-static,createsims_short_equilibration,createsim,2365.150218486786,1
200,gpu-static,createsims_short_equilibration,createsim,2321.2722158432007,2
201,gpu-static,createsims_trjconv_lipids_water,createsim,2.8256006240844727,0
202,gpu-static,createsims_trjconv_lipids_water,createsim,2.838876724243164,1
203,gpu-static,createsims_trjconv_lipids_water,createsim,2.8421366214752197,2
